ID,Flux_Type,Palm,Height,Height_Groups,FluxPangalaComp,Flux10xPangala,Flux100Pangala,Tree_Height,T1,X,Y,Family,Species,T_oC,P_kPa,DBH,X1_DBH_m_,Flux_CH4,SE,Flux_CO2,SE_CO2,Volume,Area,Flux_CH4_mg,SE_CH4_Flux,Column,Flux_CO2_mg,SE_CO2_Flux,Column_3,ln_CH4_1000_,Column_2
9313,NA,NA,NA,NA,NA,NA,NA,NA,7,0.1,3,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9314,NA,NA,NA,NA,NA,NA,NA,NA,7,0.8,2,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9315,NA,NA,NA,NA,NA,NA,NA,NA,8,15,18.7,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9316,NA,NA,NA,NA,NA,NA,NA,NA,8,6.5,19.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9317,NA,NA,NA,NA,NA,NA,NA,NA,8,6,18.7,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9318,NA,NA,NA,NA,NA,NA,NA,NA,8,7,14,Cecropiaceae,Cecropia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9319,NA,NA,NA,NA,NA,NA,NA,NA,8,6.5,14,Arecaceae,Mauritia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9320,NA,NA,NA,NA,NA,NA,NA,NA,8,12,6,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9321,NA,NA,NA,NA,NA,NA,NA,NA,8,12,17,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9322,NA,NA,NA,NA,NA,NA,NA,NA,8,14,7.3,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9323,NA,NA,NA,NA,NA,NA,NA,NA,8,8,14,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9324,NA,NA,NA,NA,NA,NA,NA,NA,8,8,13,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9325,NA,NA,NA,NA,NA,NA,NA,NA,8,10,7,Cluceae,Sinfonea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9326,NA,NA,NA,NA,NA,NA,NA,NA,8,10,7,Euphorbiaceae,Casearea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9328,NA,NA,NA,NA,NA,NA,NA,NA,8,14,7.3,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9329,NA,NA,NA,NA,NA,NA,NA,NA,8,14.5,7.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9330,NA,NA,NA,NA,NA,NA,NA,NA,8,15,7,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9331,NA,NA,NA,NA,NA,NA,NA,NA,8,17,6.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9332,NA,NA,NA,NA,NA,NA,NA,NA,8,19.5,9,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9333,NA,NA,NA,NA,NA,NA,NA,NA,8,20,4,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9334,NA,NA,NA,NA,NA,NA,NA,NA,8,19.6,4,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9335,NA,NA,NA,NA,NA,NA,NA,NA,8,19.7,3.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9336,NA,NA,NA,NA,NA,NA,NA,NA,8,17.8,3.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9337,NA,NA,NA,NA,NA,NA,NA,NA,8,19.8,2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9338,NA,NA,NA,NA,NA,NA,NA,NA,8,19,2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9339,NA,NA,NA,NA,NA,NA,NA,NA,8,19,1.2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9340,NA,NA,NA,NA,NA,NA,NA,NA,8,1.5,0.7,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9341,NA,NA,NA,NA,NA,NA,NA,NA,8,19.8,0.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9342,NA,NA,NA,NA,NA,NA,NA,NA,8,19.5,0.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9343,NA,NA,NA,NA,NA,NA,NA,NA,8,18.5,0.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9344,NA,NA,NA,NA,NA,NA,NA,NA,8,18,0.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9345,NA,NA,NA,NA,NA,NA,NA,NA,8,17.5,1,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9346,NA,NA,NA,NA,NA,NA,NA,NA,8,18,1.3,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9347,NA,NA,NA,NA,NA,NA,NA,NA,8,17.5,1.7,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9348,NA,NA,NA,NA,NA,NA,NA,NA,8,17,1.8,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9349,NA,NA,NA,NA,NA,NA,NA,NA,8,17,2.2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9350,NA,NA,NA,NA,NA,NA,NA,NA,8,17,2.2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9351,NA,NA,NA,NA,NA,NA,NA,NA,8,16,2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9352,NA,NA,NA,NA,NA,NA,NA,NA,8,14.5,1.8,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9353,NA,NA,NA,NA,NA,NA,NA,NA,8,14.8,2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9354,NA,NA,NA,NA,NA,NA,NA,NA,8,15.8,4.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9355,NA,NA,NA,NA,NA,NA,NA,NA,8,16,5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9356,NA,NA,NA,NA,NA,NA,NA,NA,8,13,3.5,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9357,NA,NA,NA,NA,NA,NA,NA,NA,8,8,3,Euphorbiaceae,Casearea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9358,NA,NA,NA,NA,NA,NA,NA,NA,8,3,5.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9359,NA,NA,NA,NA,NA,NA,NA,NA,8,2.5,5.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9360,NA,NA,NA,NA,NA,NA,NA,NA,8,2.5,4,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9361,NA,NA,NA,NA,NA,NA,NA,NA,8,2.7,3,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9362,NA,NA,NA,NA,NA,NA,NA,NA,8,0.2,3,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9363,NA,NA,NA,NA,NA,NA,NA,NA,8,2.5,3,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9364,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1.8,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9365,NA,NA,NA,NA,NA,NA,NA,NA,8,0.5,1.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9366,NA,NA,NA,NA,NA,NA,NA,NA,9,2,13,Cluceae,Sinfonea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9367,NA,NA,NA,NA,NA,NA,NA,NA,9,3,14,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9368,NA,NA,NA,NA,NA,NA,NA,NA,9,2.5,13,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9369,NA,NA,NA,NA,NA,NA,NA,NA,9,5,15,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9370,NA,NA,NA,NA,NA,NA,NA,NA,9,5.5,16,Anonaceae,Oxandra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9371,NA,NA,NA,NA,NA,NA,NA,NA,9,7,13,Euphorbiaceae,Casearea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9372,NA,NA,NA,NA,NA,NA,NA,NA,9,9.5,17,Cecropiaceae,Cecropia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9374,NA,NA,NA,NA,NA,NA,NA,NA,9,12,17.5,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9375,NA,NA,NA,NA,NA,NA,NA,NA,9,12.5,17.5,Mirtaceae,Eugenia ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9376,NA,NA,NA,NA,NA,NA,NA,NA,9,14,18,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9377,NA,NA,NA,NA,NA,NA,NA,NA,9,13,19.9,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9378,NA,NA,NA,NA,NA,NA,NA,NA,9,17,16,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9379,NA,NA,NA,NA,NA,NA,NA,NA,9,15,17,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9380,NA,NA,NA,NA,NA,NA,NA,NA,9,13,8.5,Cecropiaceae,Cecropia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9381,NA,NA,NA,NA,NA,NA,NA,NA,9,17.5,8.5,Miristicaceae,Virola pavonis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9382,NA,NA,NA,NA,NA,NA,NA,NA,9,19,6.5,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9383,NA,NA,NA,NA,NA,NA,NA,NA,9,18,0.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9384,NA,NA,NA,NA,NA,NA,NA,NA,9,18.5,2.2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9385,NA,NA,NA,NA,NA,NA,NA,NA,9,17.5,2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9386,NA,NA,NA,NA,NA,NA,NA,NA,9,17,2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9387,NA,NA,NA,NA,NA,NA,NA,NA,9,16,4,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9388,NA,NA,NA,NA,NA,NA,NA,NA,9,16,3.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9389,NA,NA,NA,NA,NA,NA,NA,NA,9,16,4.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9390,NA,NA,NA,NA,NA,NA,NA,NA,9,8.5,5.3,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9391,NA,NA,NA,NA,NA,NA,NA,NA,9,7.5,5,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9392,NA,NA,NA,NA,NA,NA,NA,NA,9,7,2.5,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9393,NA,NA,NA,NA,NA,NA,NA,NA,9,7.5,1.2,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9394,NA,NA,NA,NA,NA,NA,NA,NA,9,4,3,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9395,NA,NA,NA,NA,NA,NA,NA,NA,9,8,10,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9396,NA,NA,NA,NA,NA,NA,NA,NA,9,0.5,8,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9397,NA,NA,NA,NA,NA,NA,NA,NA,9,0.1,7.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9398,NA,NA,NA,NA,NA,NA,NA,NA,9,0.2,6,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9399,NA,NA,NA,NA,NA,NA,NA,NA,9,0.2,5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9400,NA,NA,NA,NA,NA,NA,NA,NA,9,0.5,4.7,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9401,NA,NA,NA,NA,NA,NA,NA,NA,9,1,4.6,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9402,NA,NA,NA,NA,NA,NA,NA,NA,9,1.4,5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9403,NA,NA,NA,NA,NA,NA,NA,NA,9,1.6,1.2,Euphorbiaceae,Alchornea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9406,NA,NA,NA,NA,NA,NA,NA,NA,10,7,17.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9407,NA,NA,NA,NA,NA,NA,NA,NA,10,6.7,17,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9408,NA,NA,NA,NA,NA,NA,NA,NA,10,6.5,16.7,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9409,NA,NA,NA,NA,NA,NA,NA,NA,10,6,17,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9410,NA,NA,NA,NA,NA,NA,NA,NA,10,6,17,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9411,NA,NA,NA,NA,NA,NA,NA,NA,10,6,15,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9412,NA,NA,NA,NA,NA,NA,NA,NA,10,6.3,14.7,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9413,NA,NA,NA,NA,NA,NA,NA,NA,10,5.8,15,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9414,NA,NA,NA,NA,NA,NA,NA,NA,10,5.5,13,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9415,NA,NA,NA,NA,NA,NA,NA,NA,10,5,12.8,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9416,NA,NA,NA,NA,NA,NA,NA,NA,10,5.4,12.8,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9417,NA,NA,NA,NA,NA,NA,NA,NA,10,5.3,12.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9418,NA,NA,NA,NA,NA,NA,NA,NA,10,5.5,11.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9419,NA,NA,NA,NA,NA,NA,NA,NA,10,5.8,11.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9420,NA,NA,NA,NA,NA,NA,NA,NA,10,6.5,14,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9421,NA,NA,NA,NA,NA,NA,NA,NA,10,7.5,14.1,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9422,NA,NA,NA,NA,NA,NA,NA,NA,10,7.9,13.7,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9423,NA,NA,NA,NA,NA,NA,NA,NA,10,7,16,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9424,NA,NA,NA,NA,NA,NA,NA,NA,10,7,15.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9425,NA,NA,NA,NA,NA,NA,NA,NA,10,8,15,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9426,NA,NA,NA,NA,NA,NA,NA,NA,10,10.8,15.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9427,NA,NA,NA,NA,NA,NA,NA,NA,10,11.3,15.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9428,NA,NA,NA,NA,NA,NA,NA,NA,10,11,16,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9429,NA,NA,NA,NA,NA,NA,NA,NA,10,10.4,17.8,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9430,NA,NA,NA,NA,NA,NA,NA,NA,10,10,18,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9431,NA,NA,NA,NA,NA,NA,NA,NA,10,10.4,18,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9432,NA,NA,NA,NA,NA,NA,NA,NA,10,12,1.6,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9433,NA,NA,NA,NA,NA,NA,NA,NA,10,12,17.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9434,NA,NA,NA,NA,NA,NA,NA,NA,10,12.5,17.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9435,NA,NA,NA,NA,NA,NA,NA,NA,10,13,17,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9436,NA,NA,NA,NA,NA,NA,NA,NA,10,13,16.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9437,NA,NA,NA,NA,NA,NA,NA,NA,10,13.5,15,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9438,NA,NA,NA,NA,NA,NA,NA,NA,10,13.6,14.8,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9439,NA,NA,NA,NA,NA,NA,NA,NA,10,13.8,14,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9440,NA,NA,NA,NA,NA,NA,NA,NA,10,13,14,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9441,NA,NA,NA,NA,NA,NA,NA,NA,10,12.7,13.5,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9442,NA,NA,NA,NA,NA,NA,NA,NA,10,13.4,12.8,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9443,NA,NA,NA,NA,NA,NA,NA,NA,10,13.9,12.4,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9444,NA,NA,NA,NA,NA,NA,NA,NA,10,13.9,12.9,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9445,NA,NA,NA,NA,NA,NA,NA,NA,10,13.9,13.2,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9446,NA,NA,NA,NA,NA,NA,NA,NA,10,17,18.5,Bignonaceae,Tabebuia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9447,NA,NA,NA,NA,NA,NA,NA,NA,10,13,8,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9448,NA,NA,NA,NA,NA,NA,NA,NA,10,12.8,7,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9449,NA,NA,NA,NA,NA,NA,NA,NA,10,12.7,7,Arecaceae,Mauritiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
